"navn","addresse","Org_nr","Sektor","godkjenning","lat","lng","postal_town","administrative_area_level_2","administrative_area_level_1","political","DVH_regioner_2019","Kommunenavn_2020"
"Gjerlaug Anders Martin","Bøklevene 54 , 1765 HALDEN","Org. nr. 993 954 144","Økologisk landbruksproduksjon","Gyldig fra 06.09.2020 til 30.12.2021",59.0919979,11.4668085,"Halden","Halden","Viken","none","VIKEN","HALDEN"
"Gjerlaug Sidsel Marie","Sølvskuttvn. 322 , 1892 DEGERNES","Org. nr. 914 940 060","Økologisk landbruksproduksjon","Gyldig fra 06.09.2020 til 30.12.2021",59.3361073,11.4797615,"Degernes","Rakkestad","Viken","none","VIKEN","RAKKESTAD"
"Gjerløw Jonn","Njøsavegen 15 , 6863 LEIKANGER","Org. nr. 986 169 261","Økologisk landbruksproduksjon","Gyldig fra 09.08.2020 til 30.12.2021",61.1821438,6.8638545,"Leikanger","Sogndal","Vestland","none","Vest Norge DVH","SOGNDAL"
"Gjermestad Sophie Christin Eckhoff","Gjermestadvn 60 , 4375 HELLVIK","Org. nr. 983 385 028","Økologisk landbruksproduksjon","Gyldig fra 08.09.2020 til 30.12.2021",58.5081365,5.9364142,"Hellvik","Eigersund","Rogaland","none","Vest Norge DVH","EIGERSUND"
"Gjertsen Tor Øystein","Høljørvegen 80 , 2223 GALTERUD","Org. nr. 970 476 938","Økologisk landbruksproduksjon","Gyldig fra 08.06.2020 til 30.12.2021",60.1911688,11.8261342,"Galterud","Sør-Odal","Innlandet","none","Vestre Østland DVH","SØR-ODAL"
"Gjessing Erling","Lille Ve 6 , 3070 SANDE I VESTFOLD","Org. nr. 969 562 197","Økologisk landbruksproduksjon","Gyldig fra 04.02.2020 til 30.12.2021",59.5651577,10.2259152,"Sande i Vestfold","Holmestrand","Vestfold og Telemark","none","Vestre Østland DVH","HOLMESTRAND"
"Gjestvang Per Odd","Mamelundsvegen 18 , 2848 SKREIA","Org. nr. 969 491 540","Økologisk landbruksproduksjon","Gyldig fra 31.08.2020 til 30.12.2021",60.6455091,10.9976214,"Skreia","Østre Toten","Innlandet","none","Vestre Østland DVH","ØSTRE TOTEN"
"Gjetøy Jan Terje","Vasskorvegen 247 , 6490 EIDE","Org. nr. 993 447 617","Foredling, import og omsetning","Gyldig fra 02.12.2020 til 30.12.2021",62.9178525,7.4400885,0,0,"none","none","#N/A","#N/A"
"Gjetvik Brynhild og John Richard","Bottnanvn. 22 , 7740 STEINSDALEN","Org. nr. 970 581 227","Økologisk landbruksproduksjon","Gyldig fra 23.09.2020 til 30.12.2021",64.300452,10.5228371,0,0,"none","none","#N/A","#N/A"
"Gjøby Svein Iver","Gjøbyveien 71 , 1892 DEGERNES","Org. nr. 969 735 822","Økologisk landbruksproduksjon","Gyldig fra 19.04.2020 til 30.12.2021",59.3536921,11.3891858,"Degernes","Rakkestad","Viken","none","VIKEN","RAKKESTAD"
"Gjul Jens Magne","Gylvegen 31 , 6630 TINGVOLL","Org. nr. 875 348 612","Økologisk landbruksproduksjon","Gyldig fra 15.04.2020 til 30.12.2021",62.9538607,8.1314442,"Tingvoll","Tingvoll","Møre og Romsdal","none","Midt Norge DVH","TINGVOLL"
"Glømmen Magnus","Lysbergvegen 34 , 7863 OVERHALLA","Org. nr. 986 532 277","Økologisk landbruksproduksjon","Gyldig fra 01.12.2020 til 30.12.2021",64.3839568,11.8083465,0,"Overhalla","Trøndelag","none","Midt Norge DVH","OVERHALLA"
"Glomvik Gård v/Marius Johansen","Ulvetangenveien 105 , 1816 SKIPTVET","Org. nr. 920 050 212","Økologisk landbruksproduksjon","Gyldig fra 02.11.2020 til 30.12.2021",59.4337542,11.187001,"Skiptvet","Skiptvet","Viken","none","VIKEN","SKIPTVET"
"God Honning AS","Gamle Rovenvei 370 , 1920 SØRUMSAND","Org. nr. 998 795 478","Foredling, import og omsetning","Gyldig fra 09.07.2020 til 30.12.2021",59.9596782,11.2171094,"Sørumsand","Lillestrøm","Viken","none","VIKEN","#N/A"
"Godt Brød 2 AS, Avd Christies","Museplassen 3 , 5007 BERGEN","Org. nr. 979 115 180","Foredling, import og omsetning","Gyldig fra 26.04.2020 til 30.12.2021",60.3876558,5.3215956,"Bergen","Bergen","Vestland","Bergenhus","Vest Norge DVH","BERGEN"
"Godt Brød 2 Vestre Torggaten AS","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 979 115 180","Foredling, import og omsetning","Gyldig fra 09.12.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Asker AS","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 981 313 038","Foredling, import og omsetning","Gyldig fra 09.12.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Asker AS avd Trekanten","Knud Askers vei 26 , 1383 OSLO","Org. nr. 919 979 410","Foredling, import og omsetning","Gyldig fra 01.11.2020 til 30.12.2021",59.8366707,10.4339134,"Asker","Asker","Viken","none","VIKEN","ASKER"
"Godt Brød avd. Nedre Korskirken AS","Nedre Korskirkealmenning 12 , 5017 BERGEN","Org. nr. 874 383 562","Foredling, import og omsetning","Gyldig fra 12.10.2020 til 30.12.2021",60.3947384,5.3273143,"Bergen","Bergen","Vestland","Bergenhus","Vest Norge DVH","BERGEN"
"Godt Brød Bekkestua AS","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 916 186 770","Foredling, import og omsetning","Gyldig fra 22.10.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Bislett AS","Thereses gate 52 , 0168 OSLO","Org. nr. 917 025 401","Foredling, import og omsetning","Gyldig fra 06.12.2020 til 30.12.2021",59.925844,10.7312621,"Oslo","Oslo","Oslo","Sankt Hanshaugen","Oslo DVH","OSLO"
"Godt Brød Fana AS","Lagunen Storsenter, Laguneveien 1 , 5239 RÅDAL","Org. nr. 916 186 711","Foredling, import og omsetning","Gyldig fra 22.04.2020 til 30.12.2021",60.2970312,5.330546,"Rådal","Bergen","Vestland","Fana","Vest Norge DVH","BERGEN"
"Godt Brød Fløyen","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 874 383 562","Foredling, import og omsetning","Gyldig fra 15.09.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Fornebu AS","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 913 972 678","Foredling, import og omsetning","Gyldig fra 03.11.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Grünerløkka AS","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 983 238 874","Foredling, import og omsetning","Gyldig fra 28.06.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Horisont AS","Myrdalsvn. 2 , 5131 NYBORG","Org. nr. 913 099 028","Foredling, import og omsetning","Gyldig fra 28.06.2020 til 30.12.2021",60.469115,5.3221718,"Nyborg","Bergen","Vestland","Åsane","Vest Norge DVH","BERGEN"
"Godt Brød Marken AS","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 913 547 586","Foredling, import og omsetning","Gyldig fra 09.09.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Munch AS","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 916 186 703","Foredling, import og omsetning","Gyldig fra 01.11.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Norge AS (hovedkontor)","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 977 223 849","Foredling, import og omsetning","Gyldig fra 25.10.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød NY 28 AS","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 921 996 543","Foredling, import og omsetning","Gyldig fra 19.01.2021 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Nydalen AS, avd. Nydalsveien 33","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 990 163 227","Foredling, import og omsetning","Gyldig fra 01.11.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Stavanger avd Sølvberget","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 976 587 952","Foredling, import og omsetning","Gyldig fra 01.11.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Stavanger avd. Eiganes","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 976 587 952","Foredling, import og omsetning","Gyldig fra 03.11.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Theresesgate AS","Thorvald Meyersgt. 49 , 0555 OSLO","Org. nr. 987 952 679","Foredling, import og omsetning","Gyldig fra 08.11.2020 til 30.12.2021",59.9239934,10.7589722,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Godt Brød Trondhjem AS avd Dronningensgt.","Dronningens gate 32 , 7011 TRONDHEIM","Org. nr. 923 183 884","Foredling, import og omsetning","Gyldig fra 11.11.2020 til 30.12.2021",63.4320942,10.3947024,"Trondheim","Trondheim","Trøndelag","none","Midt Norge DVH","TRONDHEIM"
"Godt Brød Trondhjem AS avd Solsiden","Beddingen 10 , 7042 TRONDHEIM","Org. nr. 920 733 239","Foredling, import og omsetning","Gyldig fra 09.06.2020 til 30.12.2021",63.4346866,10.4121444,"Trondheim","Trondheim","Trøndelag","none","Midt Norge DVH","TRONDHEIM"
"Godt Brød Trondhjem AS avd Thomas Angells Gate","Thomas Angellsgate 16 , 7011 TRONDHEIM","Org. nr. 923 240 039","Foredling, import og omsetning","Gyldig fra 10.06.2020 til 30.12.2021",63.4328076,10.3981416,"Trondheim","Trondheim","Trøndelag","none","Midt Norge DVH","TRONDHEIM"
"Godt og Hjemmelaget AS","Barstadveien 10 , 3089 HOLMESTRAND","Org. nr. 913 098 315","Foredling, import og omsetning","Gyldig fra 23.11.2020 til 30.12.2021",59.4909886,10.2704966,"Holmestrand","Holmestrand","Vestfold og Telemark","none","Vestre Østland DVH","HOLMESTRAND"
"Gold of Italy","Johannes Minsaas plass 6 , 7650 VERDAL","Org. nr. 915 534 309","Foredling, import og omsetning","Gyldig fra 02.11.2020 til 30.12.2021",63.7925331,11.4819644,"Verdal","Verdal","Trøndelag","none","Midt Norge DVH","VERDAL"
"Golf Njål","Moldasida 108, Hauge Gard , 6887 LÆRDAL","Org. nr. 989 398 881","Økologisk landbruksproduksjon","Gyldig fra 04.05.2020 til 30.12.2021",61.086848,7.521364,0,0,"Vestland","none","Vest Norge DVH","#N/A"
"Goman AS avd. Jæren","Postboks 141 , 4339 ÅLGÅRD","Org. nr. 971 686 391","Foredling, import og omsetning","Gyldig fra 24.08.2020 til 30.12.2021",58.7641655,5.8525478,0,0,"none","none","#N/A","#N/A"
"Goman AS avd Østfold","Svaneveien 15 , 1661 ROLVSØY","Org. nr. 973 075 012","Foredling, import og omsetning","Gyldig fra 07.12.2020 til 30.12.2021",59.244812,10.9888445,"Rolvsøy","Fredrikstad","Viken","none","VIKEN","FREDRIKSTAD"
"Goman AS avd. Trondheim","Haakon VII's gate 9 , 7488 TRONDHEIM","Org. nr. 973 173 758","Foredling, import og omsetning","Gyldig fra 29.11.2020 til 30.12.2021",63.4434297,10.447395,"Trondheim","Trondheim","Trøndelag","none","Midt Norge DVH","TRONDHEIM"
"Goman Bakeriet Kjelstad AS","Mjøsvegen 1139, Bilitt , 2848 SKREIA","Org. nr. 915 545 815","Foredling, import og omsetning","Gyldig fra 31.08.2020 til 30.12.2021",60.6722075,10.9075344,"Skreia","Østre Toten","Innlandet","none","Vestre Østland DVH","ØSTRE TOTEN"
"Goman Nordvest AS","Søvikvegen 25 , 6280 SØVIK","Org. nr. 971 801 379","Foredling, import og omsetning","Gyldig fra 24.11.2020 til 30.12.2021",62.5462937,6.2813893,"Søvik","Ålesund","Møre og Romsdal","none","Midt Norge DVH","ÅLESUND"
"Gomo Linda Janine","Dørndalsveien 461 , 7100 RISSA","Org. nr. 988 194 697","Økologisk landbruksproduksjon","Gyldig fra 08.09.2020 til 30.12.2021",63.6037236,9.9638932,"Rissa","Indre Fosen","Trøndelag","none","Midt Norge DVH","INDRE FOSEN"
"Goodlife Norge AS","Hardangerveien 74 , 5224 NESTTUN","Org. nr. 922 266 662","Foredling, import og omsetning","Gyldig fra 08.09.2020 til 30.12.2021",60.3277484,5.3778334,"Nesttun","Bergen","Vestland","Fana","Vest Norge DVH","BERGEN"
"Gourmet Import AS","Galteråsen 3 , 5916 ISDALSTØ","Org. nr. 984 764 995","Foredling, import og omsetning","Gyldig fra 09.11.2020 til 30.12.2021",60.5579828,5.2647412,"Isdalstø","Alver","Vestland","none","Vest Norge DVH","#N/A"
"Gourmet Produkter AS","Balderallè 3 , 2060 GARDERMOEN","Org. nr. 995 641 437","Foredling, import og omsetning","Gyldig fra 29.11.2020 til 30.12.2021",60.1975501,11.1004152,"Gardermoen",0,"Viken","none","#N/A","#N/A"
"Graff Andreas","Haldenveien 777 , 1892 DEGERNES","Org. nr. 984 990 480","Foredling, import og omsetning","Gyldig fra 25.03.2020 til 30.12.2021",59.357918,11.4177422,"Degernes","Rakkestad","Viken","none","VIKEN","RAKKESTAD"
"Gram Bjørn Arild","Skjeftevegen 34 , 7713 STEINKJER","Org. nr. 911 841 002","Foredling, import og omsetning","Gyldig fra 23.06.2020 til 30.12.2021",64.0125931,11.5148481,"Steinkjer","Steinkjer","Trøndelag","none","Midt Norge DVH","STEINKJER"
"Gran Gård Landbruk","Kolbulinna 153 , 2850 LENA","Org. nr. 999 092 489","Økologisk landbruksproduksjon","Gyldig fra 18.03.2020 til 30.12.2021",60.6558189,10.8064278,"Lena","Østre Toten","Innlandet","none","Vestre Østland DVH","ØSTRE TOTEN"
"Granaas Ola","Rustadvegen 24 , 2030 NANNESTAD","Org. nr. 980 112 551","Økologisk landbruksproduksjon","Gyldig fra 26.10.2020 til 30.12.2021",60.2055762,10.9553098,"Nannestad","Nannestad","Viken","none","VIKEN","NANNESTAD"
"Grand Hotel Terminus","Zander Kaaes gt 6 , 5015 BERGEN","Org. nr. 843 444 172","Servering av økologisk mat og drikke","Gyldig fra 17.12.2020 til 30.12.2021",60.3906338,5.3344177,"Bergen","Bergen","Vestland","Bergenhus","Vest Norge DVH","BERGEN"
"Grandan Mølle Frode Neergård","Grandmarka 290 , 7670 INDERØY","Org. nr. 912 897 907","Foredling, import og omsetning","Gyldig fra 07.10.2020 til 30.12.2021",63.8874195,11.4005638,"Inderøy","Inderøy","Trøndelag","none","Midt Norge DVH","INDERØY"
"Granheim Kjell Ivar","Finnsrudvegen 61 , 2240 MAGNOR","Org. nr. 980 677 516","Økologisk landbruksproduksjon","Gyldig fra 12.10.2020 til 30.12.2021",59.9858915,12.245147,"Magnor","Eidskog","Innlandet","none","Vestre Østland DVH","EIDSKOG"
"Granly Stiftelse","Mjøsvegen 102 , 2849 KAPP","Org. nr. 970 351 515","Servering av økologisk mat og drikke","Gyldig fra 11.11.2020 til 30.12.2021",60.7165973,10.8409334,"Kapp","Østre Toten","Innlandet","none","Vestre Østland DVH","ØSTRE TOTEN"
"Granøien Ole Johan","Åsvegen 519 , 7224 MELHUS","Org. nr. 985 369 798","Foredling, import og omsetning","Gyldig fra 06.10.2020 til 30.12.2021",63.3069921,10.361968,"Melhus","Melhus","Trøndelag","none","Midt Norge DVH","MELHUS"
"Gransæther Tor Erling","Børsandveien 1 , 3475 SÆTRE","Org. nr. 982 743 915","Økologisk landbruksproduksjon","Gyldig fra 02.12.2020 til 30.12.2021",59.6498675,10.5972649,"Sætre","Asker","Viken","none","VIKEN","ASKER"
"Gransletten Jon","Granslettgjelen 13 , 2542 VINGELEN","Org. nr. 992 564 008","Økologisk landbruksproduksjon","Gyldig fra 06.05.2020 til 30.12.2021",62.4205364,10.8886679,"Vingelen","Tolga","Innlandet","none","Vestre Østland DVH","TOLGA"
"Gravås Gunnar Andreas","Gosenvegen 62 , 7717 STEINKJER","Org. nr. 969 364 085","Økologisk landbruksproduksjon","Gyldig fra 01.11.2020 til 30.12.2021",64.039162,11.6884062,"Steinkjer","Steinkjer","Trøndelag","none","Midt Norge DVH","STEINKJER"
"Graver Halvor","Foldsævn 35 , 3870 FYRESDAL","Org. nr. 969 781 077","Økologisk landbruksproduksjon","Gyldig fra 01.11.2020 til 30.12.2021",59.3202651,8.1393939,"Fyresdal","Fyresdal","Vestfold og Telemark","none","Vestre Østland DVH","FYRESDAL"
"Grebstad Leif Inge","Grebstadvegen 142, Gammelgarden , 6230 SYKKYLVEN","Org. nr. 969 127 962","Økologisk landbruksproduksjon","Gyldig fra 27.04.2020 til 30.12.2021",62.3983104,6.6064192,"Sykkylven","Sykkylven","Møre og Romsdal","none","Midt Norge DVH","SYKKYLVEN"
"Green Food AS","Rønningen 5 , 3060 SVELVIK","Org. nr. 913 279 344","Foredling, import og omsetning","Gyldig fra 04.05.2020 til 30.12.2021",59.6856475,10.3433601,"Svelvik","Drammen","Viken","none","VIKEN","DRAMMEN"
"Greni Stian","Aunevegen 415 , 7383 HALTDALEN","Org. nr. 980 766 543","Økologisk landbruksproduksjon","Gyldig fra 21.04.2020 til 30.12.2021",62.9283533,11.2003829,"Haltdalen","Holtålen","Trøndelag","none","Midt Norge DVH","HOLTÅLEN"
"Grenland Folkehøgskole","Tveitanveien 58 , 3946 PORSGRUNN","Org. nr. 971 544 821","Servering av økologisk mat og drikke","Gyldig fra 05.02.2020 til 30.12.2021",59.1145963,9.6870909,"Porsgrunn","Porsgrunn","Vestfold og Telemark","none","Vestre Østland DVH","PORSGRUNN"
"Grepperud Tor og Sissel","Renndalen 1 , 6899 BALESTRAND","Org. nr. 971 363 118","Økologisk landbruksproduksjon","Gyldig fra 07.10.2020 til 30.12.2021",61.3283981,6.5711995,"Balestrand","Sogndal","Vestland","none","Vest Norge DVH","SOGNDAL"
"Grieg Seafood Rogaland AS","Indre Ryfylkevei 1654 , 4233 ERFJORD","Org. nr. 838 065 392","Økologisk akvakultur","Gyldig fra 11.11.2020 til 30.12.2021",59.355574,6.216678,0,0,"none","none","#N/A","#N/A"
"Grilstad AS avd Brumunddal","PB 183 , 2381 BRUMUNDDAL","Org. nr. 937 070 632","Foredling, import og omsetning","Gyldig fra 04.10.2020 til 30.12.2021",60.8809476,10.9394781,0,0,"none","none","#N/A","#N/A"
"Grimnes Sigrid","Trosterudveien 37 , 1825 TOMTER","Org. nr. 896 878 042","Foredling, import og omsetning","Gyldig fra 23.09.2020 til 30.12.2021",59.6549367,11.0239293,"Tomter","Indre Østfold","Viken","none","VIKEN","#N/A"
"Grimstad Brusfabrikk AS","Skolegaten 3 , 4876 GRIMSTAD","Org. nr. 921 284 683","Foredling, import og omsetning","Gyldig fra 01.12.2020 til 30.12.2021",58.3417472,8.5934761,"Grimstad","Grimstad","Agder","none","Vest Norge DVH","GRIMSTAD"
"Grimstad Ivar Arne","Seppoveien 20 , 1667 ROLVSØY","Org. nr. 970 356 797","Foredling, import og omsetning","Gyldig fra 27.05.2020 til 30.12.2021",59.3191064,10.9552637,"Rolvsøy","Fredrikstad","Viken","none","VIKEN","FREDRIKSTAD"
"Grimstad Trygve","Grimstadgata 6 , 1640 RÅDE","Org. nr. 975 882 055","Økologisk landbruksproduksjon","Gyldig fra 16.09.2020 til 30.12.2021",59.3604644,10.8093885,"Råde","Råde","Viken","none","VIKEN","RÅDE"
"Grindal Ysteri AS Turid Nordbø","Orkdalsveien 2612 , 7393 RENNEBU","Org. nr. 913 212 274","Foredling, import og omsetning","Gyldig fra 02.11.2020 til 30.12.2021",62.9625951,9.7823696,"Rennebu","Rennebu","Trøndelag","none","Midt Norge DVH","RENNEBU"
"Grini Gård","Ellevsætervegen 18 , 2385 BRUMUNDDAL","Org. nr. 816 181 682","Økologisk landbruksproduksjon","Gyldig fra 26.04.2020 til 30.12.2021",60.9225297,10.9053591,"Brumunddal","Ringsaker","Innlandet","none","Vestre Østland DVH","RINGSAKER"
"Grini Paul Eivind","Grinilinna 6 , 2750 GRAN","Org. nr. 913 016 793","Økologisk landbruksproduksjon","Gyldig fra 19.11.2020 til 30.12.2021",60.3411887,10.5664622,"Gran","Gran","Innlandet","none","Vestre Østland DVH","GRAN"
"Gro Gro AS","Bøveien 60 , 3420 LIERSKOGEN","Org. nr. 921 183 682","Foredling, import og omsetning","Gyldig fra 19.11.2020 til 30.12.2021",59.8382127,10.3257635,"Lierskogen","Lier","Viken","none","VIKEN","LIER"
"Grøndahl Henriette","Mobekkvegen 51 , 1929 AULI","Org. nr. 917 904 219","Økologisk landbruksproduksjon","Gyldig fra 09.07.2020 til 30.12.2021",60.0063712,11.4010223,"Auli","Nes","Viken","none","VIKEN","#N/A"
"Grøndahl Lars Kristian","Grøndalsvegen 17 , 1929 AULI","Org. nr. 920 141 935","Foredling, import og omsetning","Gyldig fra 05.07.2020 til 30.12.2021",60.0454957,11.3665331,"Auli","Nes","Viken","none","VIKEN","#N/A"
"Grønli Inge Kåre","Hølondvegen 3501 , 7213 GÅSBAKKEN","Org. nr. 973 055 704","Økologisk landbruksproduksjon","Gyldig fra 15.11.2020 til 30.12.2021",63.1362609,9.9386892,"Gåsbakken","Melhus","Trøndelag","none","Midt Norge DVH","MELHUS"
"Grønningsæter Dag Snorre","Hestekleiva 11 , 6210 VALLDAL","Org. nr. 919 888 040","Økologisk landbruksproduksjon","Gyldig fra 21.09.2020 til 30.12.2021",62.2976734,7.2399876,"Valldal","Fjord","Møre og Romsdal","none","Midt Norge DVH","#N/A"
"Grønnlia Samdrift DA","PB 4 , 7319 AGDENES","Org. nr. 989 074 601","Økologisk landbruksproduksjon","Gyldig fra 19.05.2020 til 30.12.2021",63.5137872,9.6812502,0,0,"Trøndelag","none","Midt Norge DVH","#N/A"
"Grønstvet Willy K.","Bjerkevn 16 , 1408 KRÅKSTAD","Org. nr. 987 000 783","Foredling, import og omsetning","Gyldig fra 18.10.2020 til 30.12.2021",59.6305929,10.882578,"Kråkstad","Nordre Follo","Viken","none","VIKEN","#N/A"
"Grønt Pakkeri Øst SA","Rabben 16 , 1640 RÅDE","Org. nr. 992 481 404","Foredling, import og omsetning","Gyldig fra 07.12.2020 til 30.12.2021",59.3405007,10.9469372,"Råde","Råde","Viken","none","VIKEN","RÅDE"
"Grønt Partner AS","Hedrumvn. 2201 , 3282 KVELDE","Org. nr. 989 164 137","Foredling, import og omsetning","Gyldig fra 28.10.2020 til 30.12.2021",59.1923975,9.9688713,0,0,"none","none","#N/A","#N/A"
"Grøntkutteriet AS","Vikaleirvegen 11 , 7633 FROSTA","Org. nr. 922 260 044","Foredling, import og omsetning","Gyldig fra 02.02.2020 til 30.12.2021",63.5719531,10.7228246,"Frosta","Frosta","Trøndelag","none","Midt Norge DVH","FROSTA"
"Grøntvedt Gården Bjørn Harald","Einbakkveien 20 , 7100 RISSA","Org. nr. 913 786 513","Økologisk landbruksproduksjon","Gyldig fra 21.10.2020 til 30.12.2021",63.6580881,10.1694901,"Rissa","Indre Fosen","Trøndelag","none","Midt Norge DVH","INDRE FOSEN"
"Grønvik Elisabeth","Grønvikvegen 89 , 4139 FISTER","Org. nr. 869 797 472","Økologisk landbruksproduksjon","Gyldig fra 18.11.2020 til 30.12.2021",59.1412836,6.0428154,"Fister","Hjelmeland","Rogaland","none","Vest Norge DVH","HJELMELAND"
"Grønvik Gard AS","Grønvikvegen 89 , 4139 FISTER","Org. nr. 917 086 125","Foredling, import og omsetning","Gyldig fra 26.10.2020 til 30.12.2021",59.1412836,6.0428154,"Fister","Hjelmeland","Rogaland","none","Vest Norge DVH","HJELMELAND"
